Time,asks,bids,price
2020-05-05 18:00:00 UTC,9088093.74481911,12401439.5036311,8885.84867924528
2020-05-05 19:00:00 UTC,9377454.8461027,12257860.9835784,8911.815
2020-05-05 20:00:00 UTC,10702398.5651264,11823596.4705093,8944.33638655462
2020-05-05 21:00:00 UTC,11513509.5310125,10513672.5191087,8990.05445945946
2020-05-05 22:00:00 UTC,11574754.571815,10524589.0243804,8966.09640350877
2020-05-05 23:00:00 UTC,12197691.4468006,10183036.5830851,8979.4426446281
2020-05-06 00:00:00 UTC,11424967.4095259,10402039.6524195,8980.16427927928
2020-05-06 01:00:00 UTC,11584205.8957046,10365830.9429227,8975.06343971631
2020-05-06 02:00:00 UTC,11797457.0821804,10573319.4025692,8970.8885042735
2020-05-06 03:00:00 UTC,12181752.7694628,10252744.8535273,9002.16494949495
2020-05-06 04:00:00 UTC,12734970.113879,10111994.3131765,9027.86770833334
2020-05-06 05:00:00 UTC,11939807.8451933,10542303.6295272,9025.17567164179
2020-05-06 06:00:00 UTC,12644698.9160268,10817374.7826679,9038.02495726496
2020-05-06 07:00:00 UTC,12179192.4025949,10890574.5652055,9035.95447761194
2020-05-06 08:00:00 UTC,13581806.3997576,10285256.093859,9064.45875
2020-05-06 09:00:00 UTC,13817907.0480726,10502811.0363834,9076.46776422764
2020-05-06 10:00:00 UTC,13340343.885706,8764928.50955919,9180.30908256881
2020-05-06 11:00:00 UTC,13239961.1553249,8078882.23257745,9254.59098360656
2020-05-06 12:00:00 UTC,12079684.5472486,7875606.12926387,9303.7577443609
2020-05-06 13:00:00 UTC,12837531.9776044,9636257.13847311,9240.53356382979
2020-05-06 14:00:00 UTC,12987320.0580968,10601690.1194368,9232.42057017544
2020-05-06 15:00:00 UTC,14367131.1286865,10959077.2688554,9269.56599206349
2020-05-06 16:00:00 UTC,14431396.7078285,10817436.6672392,9278.66717592592
2020-05-06 17:00:00 UTC,14105164.093464,10963983.1260338,9262.96609523809
2020-05-06 18:00:00 UTC,13502873.5728339,11487968.3185807,9245.25810810811
2020-05-06 19:00:00 UTC,14132176.0136707,10788222.6267611,9265.92868421053
2020-05-06 20:00:00 UTC,13679013.1868002,10186088.3234504,9248.86637755102
2020-05-06 21:00:00 UTC,14870535.9572685,10155089.2909084,9284.21106481482
2020-05-06 22:00:00 UTC,15411254.7179834,12112147.5850644,9331.11461904762
2020-05-06 23:00:00 UTC,13324915.1556994,10734739.7242323,9301.7262735849
2020-05-07 00:00:00 UTC,12125104.2386907,9873403.51531328,9172.54683673469
2020-05-07 01:00:00 UTC,13875152.9010086,9581232.40733649,9233.72126865672
2020-05-07 02:00:00 UTC,14430490.3721974,8670529.36729671,9283.85789473684
2020-05-07 03:00:00 UTC,15111302.0442764,8559755.60574141,9309.85429078014
2020-05-07 04:00:00 UTC,14725485.6400426,9081826.39562884,9300.80855072464
2020-05-07 05:00:00 UTC,13928416.5210494,9442308.50605045,9292.05364661654
2020-05-07 06:00:00 UTC,13830271.511724,9660208.13770749,9289.04896000001
2020-05-07 07:00:00 UTC,14063610.8239333,9382963.84232464,9293.63904958678
2020-05-07 08:00:00 UTC,14191489.6783659,9265000.7576202,9308.95192307693
2020-05-07 09:00:00 UTC,14177037.1888925,10292848.099119,9309.80654205608
2020-05-07 10:00:00 UTC,13835685.7666025,10880626.5074187,9302.56822222222
2020-05-07 11:00:00 UTC,13302572.2987901,9462897.1412048,9290.36306722689
2020-05-07 12:00:00 UTC,13858308.5182308,9123069.9676539,9316.13139097745
2020-05-07 13:00:00 UTC,13101978.395052,8203912.80091426,9472.78723076923
2020-05-07 14:00:00 UTC,15510325.9587816,9346064.22804127,9519.27673469388
2020-05-07 15:00:00 UTC,16748820.0779464,9640163.14042522,9514.6946491228
2020-05-07 16:00:00 UTC,19127427.5796844,10055264.4565447,9567.07923809523
2020-05-07 17:00:00 UTC,15868403.2986329,13803283.3645668,9777.23152380952
2020-05-07 18:00:00 UTC,17398936.9536409,13063467.7308368,9817.15276190476
2020-05-07 19:00:00 UTC,19639953.7514053,15336850.5299098,9874.00973684211
2020-05-07 20:00:00 UTC,18043940.9616981,15632757.7899816,9846.46262135923
2020-05-07 21:00:00 UTC,18724777.0029271,17747392.037452,9831.09522988506
2020-05-07 22:00:00 UTC,21651675.5254546,16507582.5687294,9887.8562962963
2020-05-07 23:00:00 UTC,19306685.1018963,16220971.9537267,9967.66455357143
2020-05-08 00:00:00 UTC,15421528.6174446,16965938.3268384,9982.37046728972
2020-05-08 01:00:00 UTC,15933701.6700424,17283954.7731375,9992.92428
2020-05-08 02:00:00 UTC,13211688.3492184,17870832.4258363,9945.14
2020-05-08 03:00:00 UTC,11940990.9722122,19563750.8603001,9914.33711864407
2020-05-08 04:00:00 UTC,12434775.2120146,19614972.5062275,9918.25088461538
2020-05-08 05:00:00 UTC,12734797.1412878,19799720.4308039,9906.53903361344
2020-05-08 06:00:00 UTC,10709723.2248545,20634123.1666311,9823.04534782609
2020-05-08 07:00:00 UTC,10985278.2779138,16273000.6050429,9789.02130434783
2020-05-08 08:00:00 UTC,12364125.3435608,15495192.2357379,9857.5457079646
2020-05-08 09:00:00 UTC,12644366.8201344,16124718.9564673,9862.47045081967
2020-05-08 10:00:00 UTC,13232215.2556036,15323465.1883907,9904.425
2020-05-08 11:00:00 UTC,12880962.4426273,14459574.9087439,9930.0131092437
2020-05-08 12:00:00 UTC,11665987.5535226,15499951.1041856,9874.575078125
2020-05-08 13:00:00 UTC,11980722.3879363,15657296.0788619,9879.71
2020-05-08 14:00:00 UTC,15252860.481063,12437239.9539543,9954.73678899083
2020-05-08 15:00:00 UTC,16591620.6729918,10237697.9523117,9992.95166666667
2020-05-08 16:00:00 UTC,15898122.521338,10807632.0799951,9985.0704385965
2020-05-08 17:00:00 UTC,14699104.826216,11919857.5767519,9965.69004385964
2020-05-08 18:00:00 UTC,15075717.3092639,12334790.1379351,9970.55195833333
2020-05-08 19:00:00 UTC,14291604.1839813,12996967.9713648,9951.07902877697
2020-05-08 20:00:00 UTC,15004923.1667738,12758587.5813303,9966.73816964285
2020-05-08 21:00:00 UTC,16236350.0073283,13361759.70408,9992.95350877194
2020-05-08 22:00:00 UTC,15577445.3899283,13112243.046374,9978.78460526316
2020-05-08 23:00:00 UTC,12021227.9902238,12536574.5670554,9878.84675572519
2020-05-09 00:00:00 UTC,11628486.9713434,10734499.1395439,9852.69709677419
2020-05-09 01:00:00 UTC,13454019.1669524,10974501.3563199,9890.88127192983
2020-05-09 02:00:00 UTC,13206762.744708,11386237.1653855,9860.66684210526
2020-05-09 03:00:00 UTC,13871948.3687852,11306227.9444035,9876.05105263158
2020-05-09 04:00:00 UTC,13523960.3516937,11705549.8240182,9836.84560344828
2020-05-09 05:00:00 UTC,13382008.3849536,11914649.3345611,9813.19959016394
2020-05-09 06:00:00 UTC,13104436.6158358,11906842.9651927,9788.91275862069
2020-05-09 07:00:00 UTC,11529851.0660307,10612712.907808,9676.904921875
2020-05-09 08:00:00 UTC,10124192.1738666,9614472.3652117,9659.08632743362
